10000 50000
8156 7865 84.0223
2830 8639 93.2029
3664 9111 95.7999
4882 1616 41.8891
3062 4217 95.9644
5726 4777 38.9903
3270 6117 48.2199
2368 3270 38.5768
915 5328 93.9725
8156 1911 73.2439
7809 4976 58.603
7026 1896 17.7233
2583 278 60.5604
5858 5489 65.9136
3848 1918 86.2189
2784 5741 44.8224
3972 7303 94.3003
8516 4611 45.0285
7422 5569 88.9007
6090 4401 99.3972
6611 7712 9.23992
9266 7027 64.6752
4285 1064 97.4134
3396 4134 97.6556
6619 2939 26.3878
2867 1031 94.5995
1061 9739 15.8443
3843 7950 82.8696
8477 707 13.4488
9436 2043 80.2219
7542 6088 24.3248
9402 9696 19.366
5198 9014 39.0115
1336 8038 39.4899
7067 1342 97.9169
7063 3902 76.3799
9542 2699 29.8266
2138 2487 30.7799
4876 5541 66.6633
44 3707 21.219
5575 6384 69.6387
5266 1167 3.03837
788 9294 76.0634
2814 7377 16.232
5518 9753 72.9993
8647 2930 2.68709
4852 9664 89.2859
8135 6383 8.45985
6170 811 87.326
9042 361 62.1231
8031 2698 80.042
441 6766 62.5795
9548 5511 92.1405
8943 8297 51.356
2504 1854 0.570467
4692 2106 83.8082
6516 6717 14.8027
4643 9517 85.5003
3255 9082 55.758
1398 912 14.8097
8110 2583 86.5361
4322 725 82.9866
7535 7703 52.7525
7652 9264 19.3428
5823 5196 45.6367
7045 6157 16.4299
5637 5286 35.3022
1232 4776 76.4425
1163 8828 75.4461
1920 7070 45.0275
1971 8437 11.706
1412 8720 92.0927
3744 4491 1.07354
8592 6718 67.5192
9165 843 70.4083
5367 3103 21.7125
4205 968 37.6526
7941 9176 80.4115
4002 2527 89.2154
6837 8085 44.8926
7175 1801 1.51058
8576 5671 26.2542
9626 7587 10.9897
8238 2840 62.9189
2447 8651 59.1146
5737 9209 33.4675
2361 2027 50.2018
3871 5278 30.9258
3335 4551 30.627
6942 9788 15.0334
1153 8605 37.4772
1917 7638 74.0022
1410 7152 89.6092
5596 2951 6.20848
3812 1026 94.8648
8588 9166 74.5784
1862 33 74.6731
2736 1633 3.61121
5397 5984 82.6472
1717 54 46.0777
5463 4399 72.5863
8268 96 6.2658
7751 2270 31.2934
5176 4723 40.0905
4048 8497 98.3874
1163 6827 38.0084
9423 7687 63.8205
6803 6832 4.89448
6002 4640 11.1808
5944 5906 44.0119
2194 8209 94.4859
549 8577 77.1432
1247 7166 38.5816
8860 9537 27.9619
5752 2987 43.0403
2104 8189 77.2652
3726 1174 53.2123
3996 7423 11.3458
7720 5641 8.22787
474 7605 73.9013
2612 4831 85.607
37 7695 21.0997
4972 9707 86.5065
4954 2975 11.1014
3865 1121 3.94806
7738 3062 34.774
3066 9748 34.6507
930 5902 94.9834
4227 1589 58.1318
8178 501 35.7848
6387 633 56.6123
3281 3340 19.4205
3578 1038 57.2721
1053 3712 28.3817
863 6555 12.2528
823 5472 9.841
8633 8546 91.4854
4816 6589 72.6324
8790 5272 87.0373
9022 9514 73.7433
6085 8253 36.9575
5661 2809 13.4443
3144 3557 18.9845
4291 9123 64.6829
6872 87 40.8701
2196 7389 49.804
9900 1556 52.9404
5306 2317 60.7999
3869 1361 32.09
1087 6948 1.73451
8114 1996 54.707
2989 6091 46.8188
7969 1470 4.88203
7484 2738 45.5255
4940 5104 63.4839
2593 2074 38.7463
6927 1377 53.0167
3742 7667 78.1555
2207 2838 77.9262
4567 1839 79.2949
799 6411 6.3978
2994 1842 31.6145
6681 1715 86.958
5029 8914 92.8497
1891 835 74.5889
6161 6052 95.5169
1928 9993 85.7395
2033 568 83.6616
8561 3610 6.97439
4665 4912 5.88598
3340 8634 40.9583
7562 4763 81.1421
5936 7918 27.4691
1022 6898 70.5279
5501 6043 87.7179
8479 974 80.381
944 6142 26.3384
4844 1571 12.8392
6809 7017 96.6205
9300 8380 13.805
5977 8447 33.7871
6590 6831 9.01033
4123 5214 18.4589
1618 81 48.5205
1810 2397 13.7665
6331 6603 10.9645
7107 279 99.1521
2455 857 68.2309
2702 9680 66.8202
8752 4703 36.7532
5305 1614 72.4491
9022 5000 5.47253
5293 939 19.6042
4727 6947 3.42382
7214 2452 5.89374
6016 4247 26.6198
841 4158 94.4781
9140 5848 92.7094
7492 1746 67.4318
1150 4066 9.92813
2657 7563 76.5775
5933 8429 14.33
207 5152 83.8382
3708 2191 45.7799
8595 2566 25.6785
7714 3105 71.7539
7852 8262 19.8146
6162 4153 14.0113
9303 7629 70.2989
1795 3523 13.6106
2619 4151 59.1176
8709 7446 39.0164
9365 9793 66.4274
9992 4593 89.0814
7053 7936 40.2774
1553 1060 24.1313
9318 3020 73.6174
6255 473 36.3532
5985 9428 21.5671
9590 9767 5.54314
7783 3168 56.5339
3195 4610 83.9883
4797 3863 66.27
4707 7172 72.0918
7773 7400 34.9765
5239 8653 94.0891
1723 867 68.0917
4853 5641 91.4685
8242 5335 10.6154
7373 9187 89.1934
8716 8058 10.4527
7078 4472 47.6717
2486 959 61.9235
3401 1585 0.647006
9599 2812 97.3319
6035 4009 23.2797
9189 6185 29.9172
3481 9805 32.9334
9135 2814 31.5616
8625 1009 26.6879
1480 4876 92.0455
1490 9317 18.105
2522 2777 15.3059
9289 1333 58.5806
329 2886 15.9346
6524 5502 67.559
6785 9669 91.3248
3919 5986 20.0499
8221 8355 55.3387
3176 4582 68.9756
1662 2303 23.3829
3905 3711 42.3583
4300 653 91.8817
373 2819 13.0398
1092 2196 90.5265
5139 1220 54.159
8162 2151 57.0868
139 3254 78.4276
7052 7647 36.5988
9616 6973 40.2314
4550 9197 75.8478
8938 5264 36.5353
1256 3058 51.3527
426 2693 6.51289
1290 1851 37.0378
4913 3607 40.681
9904 2852 7.42735
2258 496 38.0102
3996 5105 67.0778
4006 1151 20.7021
7983 3489 75.0491
3684 8992 43.0557
7656 1843 88.0762
9291 6046 46.8966
6729 4314 90.4604
4862 218 80.218
2361 7595 45.1885
7870 5376 45.6822
8365 7779 18.2952
5334 7855 89.8139
1845 5113 94.0201
8024 4960 13.4829
4120 7190 75.998
5468 3660 61.0266
3798 2791 35.6484
773 6395 16.6992
5173 4532 71.3678
2477 7658 29.2834
8665 6293 92.256
2653 251 94.9377
1717 1875 70.4712
8192 5148 28.5796
4748 5045 83.6615
5857 1318 78.854
8408 4755 63.6618
7974 3625 86.3052
1186 9543 2.55362
5255 5062 67.5514
4606 9659 97.5262
1089 669 30.6053
2392 3886 81.3606
144 9655 47.6874
5467 437 76.1167
3815 145 24.0463
825 2568 64.9706
9588 30 94.9197
2490 5130 88.7309
4856 1659 60.1997
8091 9063 4.77371
3033 9314 60.1236
6562 6397 26.7299
1257 9596 69.4347
2775 7039 91.8461
9108 1687 20.5152
2373 3405 94.2833
5065 6945 59.5152
7925 5570 82.1907
8661 6922 44.2238
8748 7616 88.062
2239 6106 47.6057
6506 6197 34.9497
8626 5243 36.9323
6044 9768 17.6331
3468 6815 4.11157
7961 1497 17.716
3395 7966 27.9927
6063 8684 9.76611
1640 7471 72.9231
1817 4380 4.96298
9442 5474 3.089
5574 9768 10.0155
3289 7815 33.2154
3750 6535 17.7939
7635 3634 68.2136
2755 9174 59.4148
713 5644 19.8198
7520 3804 73.016
7027 2802 59.9276
6597 528 89.561
2863 3688 8.67834
7430 3200 25.4083
8384 42 95.0802
5748 4196 36.1199
379 7912 26.4509
2950 5970 27.6476
4328 2149 2.54854
1769 4857 15.773
199 1220 51.7957
4315 2118 7.88997
6895 7399 94.0237
2511 45 15.8757
8270 8072 73.0672
6413 413 43.5465
1529 801 46.8157
4771 6525 4.97623
7511 4424 39.3737
1867 1667 65.9399
8408 6405 26.4083
437 6371 65.8624
9977 4974 43.0673
4794 2379 57.5401
6379 111 3.74144
4164 9956 87.7764
1901 9610 72.7215
8027 3800 52.0877
6061 6400 61.2981
7659 3888 24.9679
8367 7244 24.4552
5800 1165 50.8744
6124 2035 28.3239
1905 7765 41.2806
1409 9819 83.226
9515 7181 73.648
6901 121 46.3151
4272 7275 82.9119
3622 4748 48.6927
5341 1688 41.7657
9503 6400 23.6758
2061 5582 23.1419
7342 8886 41.8944
9053 5821 46.5866
3627 537 41.0919
8860 3983 28.433
9085 6409 11.4203
3439 8622 10.3681
7860 2055 37.259
5099 6348 43.7318
8779 1560 17.4138
699 4617 8.19885
2982 2189 40.8866
3901 8604 95.1654
7910 9402 42.4419
985 932 55.0143
3437 6811 57.3848
4215 8224 31.3201
7496 9062 30.2379
7970 6143 83.5082
4402 9830 17.7514
1973 7798 99.2269
2740 6468 40.045
5116 8657 17.8614
5971 623 16.6368
343 3693 89.6045
694 3740 51.9428
6879 975 32.5969
293 274 95.1712
688 5489 54.8021
336 3114 84.019
7885 6802 25.7439
9422 4487 73.2866
1909 6286 74.1165
6071 3654 89.6078
7653 127 5.44348
4185 5322 52.8513
2737 1564 5.52235
9005 6158 17.3601
5149 1051 61.6051
4403 2306 84.4317
4006 8969 41.1402
9518 7900 90.7143
1606 7079 8.01473
2973 2908 11.0309
7720 3391 90.2125
3920 6397 20.6656
7098 540 4.05599
5225 6471 29.1874
8092 735 75.6692
8251 9196 77.0948
4387 8182 44.1911
2530 1326 57.8774
5775 223 52.5662
6252 669 42.3341
1047 4029 6.19356
2439 8747 78.065
5687 548 16.4086
5574 6186 46.6862
9432 3988 53.2977
6221 5987 53.4541
3475 1109 71.2912
9609 1534 74.9302
4463 7714 91.0485
124 3054 97.6562
2212 1910 40.6127
2403 32 57.3371
1802 607 2.3998
6192 431 80.4061
5198 2690 92.6092
6769 1927 52.6992
7024 3007 13.644
1396 396 24.6623
1171 4963 24.7634
361 5045 6.25486
7987 8371 70.1282
3468 2234 70.6709
675 9143 96.2617
2358 4145 17.6275
7069 676 75.5731
6886 7877 89.9346
4293 3818 41.8101
4694 983 88.3263
6610 4123 61.5723
3901 9559 3.35871
4779 6856 16.0549
99 465 93.0822
4379 8319 98.0655
902 2517 41.2597
8703 4387 65.6665
2052 7169 54.7997
8662 443 90.6018
1554 1960 87.3551
6533 409 74.918
2539 4359 7.57122
7747 4447 67.678
4433 6638 62.1759
2254 7717 87.909
2339 3942 78.5057
6750 8987 75.5253
9443 6125 75.0637
4757 1836 41.1434
4258 8588 38.6864
2454 8573 45.067
7162 6286 78.3321
3457 9052 22.2866
8641 2449 42.7783
8614 9313 96.4035
1144 5503 95.9993
9832 82 38.3386
2337 8828 98.0215
8827 2152 43.9707
997 2573 28.8004
1237 7032 23.9754
1153 560 91.2919
2139 470 92.3238
2404 7459 90.9117
9249 2455 63.1592
8671 9009 30.0398
150 261 74.2854
3622 3462 44.2588
5808 8402 84.1862
1655 9219 53.2814
357 2192 85.2024
4520 2890 93.1993
5483 1735 80.7534
6029 241 36.7051
9161 6358 1.23729
422 2858 51.6649
7156 7023 43.2257
1525 3523 87.6029
8433 5597 44.0423
4090 1932 69.5828
309 6214 59.142
3673 6131 58.0992
1301 2341 42.5469
5983 4759 14.9491
8582 4235 41.1428
5960 5826 24.8365
3462 2281 70.1426
8224 2095 49.7406
6546 3978 68.7394
8131 4210 66.3002
5942 1874 98.915
6168 154 97.5043
2188 7083 20.6981
335 8608 88.8586
5882 5613 83.3224
9116 2406 52.6969
1284 7436 17.8637
5901 3235 41.4685
7993 4631 50.3266
870 9954 44.5062
3222 5002 97.5472
5903 7754 99.2175
6000 2766 91.9842
1799 477 77.7642
5412 8323 62.1487
677 8510 55.2939
5894 5468 86.6785
2919 4794 2.49798
1077 269 63.1336
3747 7899 76.4244
1198 6553 25.3337
3645 3314 93.3308
8626 8754 87.6765
5089 8077 44.0928
3338 6823 88.7605
4932 2056 82.9485
2664 1134 86.5669
3928 1254 37.6913
7369 8609 18.2923
8552 3814 4.83308
6848 6875 60.2524
1979 7308 0.638837
5058 7152 32.9548
7733 4799 86.0626
5234 1446 68.1705
18 8762 91.1055
7656 2179 83.6087
1543 8034 71.1808
3035 6573 48.5621
8959 4010 87.6659
831 4372 51.3352
9847 9791 33.5549
2236 3131 2.14839
6367 9393 51.375
1219 3334 78.3736
3545 8198 39.4269
7388 4449 17.2461
5582 6488 20.6653
1631 5422 77.5593
6138 8088 77.0971
8838 4538 75.6646
7621 3596 43.0544
6258 9805 43.9158
97 1341 82.9755
8038 3245 97.2816
179 4683 26.9404
5076 2882 25.0432
5339 264 33.3051
4270 168 11.2442
4455 916 43.5321
6582 9726 69.7588
3202 8386 92.6219
6631 1777 29.4237
281 9559 32.5852
6641 6764 75.7593
924 8013 16.2456
5415 6286 44.854
1488 7656 67.4364
1652 474 98.2569
6673 5791 63.8008
8954 4688 22.7918
3569 5294 95.3602
4123 7638 6.19977
9819 9712 45.5418
4096 1994 22.0214
6633 6165 68.8364
8192 2859 62.7255
9501 4403 7.18904
3290 4107 86.8894
867 2453 48.1241
2525 5846 1.14639
3911 2500 62.038
1086 9092 5.59355
4272 786 22.7187
198 4045 88.7256
7744 6724 22.2789
134 5498 23.6534
3873 2643 11.7781
1300 7375 80.6275
8432 5891 92.5704
9863 972 36.6996
3243 3932 81.563
2399 8847 45.2364
6960 5133 17.3923
4466 6215 71.3807
4423 3777 68.8752
6237 6229 28.4433
9760 4498 83.5617
2893 262 23.9931
7816 4208 9.25071
4167 6843 21.202
8145 9142 79.7965
4470 1962 51.4694
1551 7141 58.1434
9171 7339 1.05431
1619 2562 42.2968
979 1381 22.4522
1774 9123 37.084
2309 3629 74.0193
263 4091 38.5317
7397 767 96.4575
9052 392 7.89842
4708 3017 40.7525
5033 4064 61.4394
3146 6977 28.3385
7788 6005 84.2667
9483 6700 33.3909
39 6970 20.4628
7145 5941 48.5425
3356 4093 81.7119
1325 4737 23.8124
9981 4050 70.4342
5112 4621 8.9405
1935 6899 68.275
8739 1513 59.3242
8691 1807 48.2709
8426 7909 66.6343
9532 9918 83.229
5598 1529 33.9677
2448 9296 41.4588
5310 6695 34.7153
8021 9640 73.4102
4210 147 70.2057
2594 8784 34.2854
8117 7580 60.6524
1436 2698 41.8641
8368 8442 54.2817
8482 1212 76.1686
1023 9178 14.5127
137 1284 16.5746
2333 856 64.742
6882 7263 90.5802
274 5922 11.6014
9480 1372 55.6959
9406 8724 64.7948
3682 1689 32.8336
1589 3172 17.9281
8340 3365 30.8341
6683 3833 64.7579
1678 3755 61.7132
4538 8815 82.5972
3452 5538 83.1393
9713 3430 51.1344
3877 6767 65.1818
147 6201 57.239
8890 8852 98.8031
7262 3998 34.3132
7106 9044 58.4095
3317 1956 66.0521
7578 1488 28.5184
2618 6702 58.3986
9078 323 0.803431
6904 7653 34.9281
2325 1595 61.0878
5851 3367 56.3587
2060 8610 72.9106
9062 7745 0.708094
6282 5231 13.1808
4843 9882 56.2682
4839 9717 75.7532
910 4896 10.0656
7487 3099 68.4915
2815 6591 36.2
2538 5059 6.5289
1450 3524 5.58706
6979 4049 3.08516
6932 7995 12.893
8458 2213 81.7727
8552 484 99.4027
1293 8696 70.3197
5969 1054 25.8315
6200 7492 19.5133
8374 9862 93.6618
8376 5783 29.132
8385 8692 86.8446
7954 2058 21.7297
186 7136 61.509
9925 5888 44.4727
957 7463 98.3621
1449 252 5.59807
1007 5049 1.96892
3388 1995 5.13757
9123 8189 22.1697
1579 4756 24.1294
2819 8270 46.8422
7858 3125 84.042
7501 2473 14.6845
6624 8570 76.6151
7583 6011 64.5706
8738 5575 52.2588
2214 7244 24.3591
7856 496 11.3976
4516 9126 14.7276
6998 3063 66.4525
9038 6991 26.834
5727 4454 1.27451
1843 1910 13.8584
8245 3270 31.8113
3986 6275 92.6202
9643 5071 81.9989
2389 1879 96.5405
7570 7955 85.3653
4492 202 7.66335
1881 5401 68.9144
8890 5024 47.2104
6654 9225 1.64967
6559 7096 98.4335
8150 4378 57.8981
4919 420 99.8834
2558 3822 53.9354
4451 1805 66.7376
5625 5454 11.0846
3684 8196 14.0618
8519 4753 46.4382
8527 3888 4.24907
835 6237 36.2076
8563 1116 30.2158
6521 8499 82.8303
8375 1030 18.5753
5688 1151 61.9602
1247 9623 49.552
5364 3803 70.2169
5437 4770 63.9473
2697 8295 93.1683
4081 6126 28.7927
4840 7306 33.4914
188 6447 86.6274
7072 7149 55.6344
9492 1404 68.9492
241 3925 26.8809
6643 2276 71.3544
1499 3560 50.2812
9724 9686 30.8588
2155 205 56.1038
4195 91 21.2197
8489 6981 74.6456
560 3973 62.9193
7361 4765 84.1643
6091 3551 71.6412
7505 3873 36.3148
3075 1994 11.4205
5101 1779 61.5691
8068 2169 30.008
1737 835 10.5951
4779 7881 16.1287
2568 5122 24.0251
4108 1478 35.4556
9457 891 56.6182
2073 673 81.3891
7751 796 49.7627
9586 69 92.3657
8135 9761 93.2664
1116 6849 2.53098
456 8997 27.9915
6656 8991 30.7788
8388 483 27.5441
3352 1389 34.6439
3372 8588 2.60596
5378 9449 96.3577
8837 707 35.7981
3867 6763 31.9585
5306 1021 83.1095
8479 4325 4.85999
3129 5279 30.3019
2567 9082 83.5793
3500 9269 78.3546
7042 6681 37.7125
118 8451 97.6765
1550 6894 79.4479
9904 2228 75.1521
3496 1221 22.6736
3089 4577 46.1916
8627 8025 68.6581
7162 1979 76.3557
8007 7469 69.7891
6295 665 70.6326
3354 545 4.31255
4621 7670 87.4067
9293 2365 47.1965
6220 2718 13.8895
2393 3340 2.22037
6080 4054 11.4904
5992 2622 89.6998
5796 7155 81.4578
8331 9617 78.4302
62 7471 6.5184
9804 7481 1.86208
7805 7704 73.5098
6713 6869 20.0319
9097 5346 60.8422
5554 8625 49.8991
4949 879 63.652
7958 1274 97.7666
7284 9072 84.5476
1182 794 11.7972
4832 4861 53.7087
8190 9522 9.47385
80 4589 83.728
8501 2325 80.6373
7577 7140 41.576
7028 6648 71.9933
3553 4483 65.2777
792 5374 17.4018
5950 9946 58.2207
7987 7918 91.7452
2384 3546 10.5555
6840 7102 82.3421
9349 2737 55.248
6684 3121 51.6777
539 2383 0.180488
4400 1396 38.0552
1134 4826 30.4343
6461 333 63.2171
8035 4841 71.769
730 5066 44.2451
9 5073 15.5672
1668 7804 15.1061
1692 8920 94.2184
2600 2712 73.9862
8087 9728 5.25405
3681 2048 96.8897
6502 2811 83.9523
7232 6432 29.4366
3052 1052 75.3095
3683 7498 33.642
2414 1860 63.1838
582 1463 15.6391
2289 9952 37.0999
3894 6292 29.6921
6937 9872 99.4966
5448 2836 19.116
1394 3440 1.65999
675 1088 99.4806
7144 8246 37.3672
5036 5166 36.1463
1433 5961 29.6826
1181 1305 17.2159
5187 9854 34.2778
9900 4637 55.1465
2521 1766 68.2629
3025 3973 50.7196
4321 4009 39.5631
233 8543 61.8085
3450 4421 76.4654
4002 8309 49.116
936 2092 23.2296
6859 6238 31.2114
8588 8164 45.2285
3021 3804 55.3586
4188 4896 82.0835
4100 1996 14.6031
8639 2347 59.7417
4390 8260 64.8957
7697 7803 21.3368
942 2789 95.3374
8390 6641 7.96273
2479 245 1.21218
3919 5858 72.0648
839 4908 95.0336
7068 9050 37.3266
6249 3089 60.8422
3767 9765 76.8446
383 8934 29.9312
7726 7560 0.780897
3423 6865 23.539
5420 3780 16.0028
7934 5352 34.243
9344 1295 80.3727
9386 9293 97.0107
6844 1993 19.003
2839 2632 4.29025
68 2462 20.1912
7047 67 33.6567
6784 7690 77.459
5774 6456 78.1833
5348 4169 25.4564
6514 2431 75.2838
8937 7996 1.79115
6171 6202 3.54676
9369 4408 30.2281
5891 9999 0.32504
4019 8686 32.4841
4152 5074 7.46566
1494 4967 50.7011
9670 4546 94.1211
4446 4197 5.28428
2156 3330 85.6816
4331 543 3.56301
2009 5703 27.5709
4173 3938 52.634
4642 1975 59.6611
3556 8727 41.5442
8424 506 24.815
4188 7058 98.7999
887 2204 83.5229
8408 5058 47.267
9166 9654 13.8901
1765 6290 39.7969
2175 812 68.391
4846 2527 57.6367
7630 3249 86.1331
315 6382 59.4236
1274 526 18.2221
2261 1336 30.5283
5397 1137 58.4284
3181 7843 47.4129
4082 9573 8.26427
2862 933 20.2466
9387 8608 18.4458
142 8847 30.5234
1427 2041 8.40952
7416 7004 75.2604
1722 4936 29.397
7670 8816 9.07657
7704 1449 99.6226
4833 4315 94.7179
9512 5273 96.5168
7390 649 70.8094
7272 4993 31.8076
4198 6624 27.7349
1909 1927 87.1614
6913 7061 40.0557
4126 3758 32.6393
4545 4660 98.9468
6158 5497 84.6292
7872 2561 72.3418
2730 6152 73.719
6349 2940 94.2208
7904 1702 11.1885
8497 6825 30.5927
6006 4583 62.0886
9043 3072 84.4058
8219 8883 8.89776
8818 2302 18.2611
9037 7525 6.19582
6784 585 2.49216
5022 6331 39.8523
2464 408 88.1055
5133 5046 0.103026
7357 379 54.7191
8888 2148 68.9497
224 9392 84.5393
6951 8231 3.66766
238 8520 81.1523
6036 5705 29.124
2047 6735 81.1483
8986 8423 64.9395
6444 3384 51.4305
2552 1831 52.1141
5019 5272 78.0435
8977 6453 91.2989
660 62 29.3631
7973 3212 31.8668
7671 7935 2.96528
8135 5596 47.8681
6219 7329 66.0381
6526 6618 19.3939
611 1072 30.9212
1302 5555 33.3864
5247 7853 31.283
334 5475 55.9744
3162 2195 17.0765
9873 1567 52.6886
8985 610 1.5135
7826 8922 88.3356
33 4358 76.4267
6369 8189 43.4015
7891 7985 41.1146
4793 9969 61.0807
8386 3687 39.298
2953 5962 89.475
918 5833 87.5026
7859 7435 21.9488
9426 6940 97.2805
2948 8566 93.9725
1634 43 35.6126
5245 1452 25.7087
5120 6577 23.1895
7060 5897 79.0459
5625 2311 84.0323
2475 8930 53.9295
9082 4341 86.5073
3802 5613 25.4533
3918 4227 97.6113
1551 6502 77.1078
2576 7843 26.1313
9185 6675 72.8187
6980 7343 97.3759
5296 5645 42.7762
3710 738 66.2789
8537 2867 14.5517
6567 4592 80.3917
7379 3559 89.4312
8078 1035 34.1087
3158 7618 21.6544
8991 5864 28.0198
6669 595 68.006
4599 6156 51.5588
6587 3564 32.216
7955 5586 83.6818
2145 9777 89.851
4825 2856 88.812
7255 1841 86.5441
2667 1235 52.6075
6690 8451 34.507
9702 2683 58.3672
6097 3126 52.9301
3632 4233 69.3225
1043 13 65.7256
7950 9848 46.3333
631 5089 92.3402
9852 1941 47.2418
4666 8959 4.07442
7237 5100 85.4768
5865 9358 35.7345
5050 8926 23.1175
7081 2703 31.8073
1573 3346 70.8234
1015 7018 43.6868
7296 8155 3.53443
2778 9835 9.66358
1458 8704 70.1483
8198 84 50.7243
1553 4029 56.1333
6730 3402 83.518
9895 1534 73.6765
4350 8434 84.7387
631 2095 65.7275
4011 6017 36.7289
3713 3359 71.2416
8738 2706 44.7201
4086 5760 2.61504
437 6381 95.1219
2640 9527 48.3399
3388 1813 42.7617
5727 120 12.5437
4631 5157 95.692
3952 4062 46.9512
7276 8399 92.4349
4572 769 61.6082
2621 2274 39.1305
8301 6768 77.0191
8513 3175 17.0171
7729 7796 91.2105
2188 4406 93.9406
994 5332 49.3576
3488 1641 21.4225
2996 453 50.02
6747 5038 30.8335
5916 5141 34.0387
9953 1364 95.5556
9197 9876 74.5253
3263 5011 39.5406
2501 2050 44.8119
2046 7671 76.6766
3076 5577 29.9254
1603 8917 53.8784
2040 9152 72.9061
8889 9293 87.8924
2137 59 80.576
8303 7060 87.4486
2165 6774 23.6184
487 1709 96.8527
2863 2158 82.7405
9053 3942 26.8496
6840 9271 54.6813
486 6107 77.3504
4522 8993 10.7631
6130 2675 18.3444
6327 2715 63.1805
7949 4187 53.9384
104 2027 43.5669
4416 6062 76.6226
2076 4056 12.9514
5679 4079 29.596
3162 1607 68.4946
5188 6234 31.6296
6478 5761 58.8615
4828 1456 96.9741
8820 2097 91.8686
4055 2734 51.3405
5372 8007 92.2802
4120 3974 94.1517
8289 8419 79.0406
2309 7747 90.8624
5002 4304 36.6424
5855 772 48.6675
1041 4367 52.8212
7947 5001 81.5167
2834 8691 43.5196
3756 4532 41.3222
9851 8543 82.8581
8617 1458 80.4879
2888 2719 88.264
3824 9471 84.6281
9363 3508 58.0948
7640 2431 34.2819
259 7819 50.4126
4778 1563 94.5128
6094 1176 6.44264
6221 6646 37.455
545 2417 27.1427
1127 5217 46.3916
2229 563 82.9417
6512 8741 74.9559
4085 6681 79.8374
1372 783 97.6615
3976 3413 89.9383
5235 3437 52.6829
5955 9837 58.0855
426 1366 45.2115
8388 5812 78.2735
9660 5012 48.8674
427 9273 77.7669
180 6815 62.7649
8589 572 59.9205
5412 8272 34.1924
3070 8563 34.427
4632 4849 1.05851
4995 1494 21.2304
4011 6344 79.2656
2794 6761 54.1311
9665 5487 56.0576
6253 8654 90.6081
204 6084 90.6777
7183 7293 82.5743
1675 1697 2.83022
3392 6859 2.49547
5287 5509 79.8566
7725 3871 86.5005
793 6128 59.8067
2286 4859 67.2775
4803 7940 69.9102
2792 7615 88.6972
1563 2507 28.1008
1543 5698 52.9155
2830 6937 97.237
6838 7940 85.1981
1851 6158 4.94088
9722 3549 61.4255
8926 3163 57.5427
5944 5016 85.4263
779 5917 56.4662
4449 4488 70.5019
1019 9630 65.4036
2269 9500 73.4801
710 9077 9.83557
9657 5846 51.2224
33 7615 76.539
504 6782 30.1526
3051 6650 44.1228
593 4679 91.6223
3519 3404 65.1106
915 3517 13.9099
7642 9226 50.9019
8973 5552 30.8599
7511 6453 26.5956
4210 7442 23.947
5499 4457 74.1981
9336 1640 74.8596
8451 5070 75.4441
9247 5100 48.2399
2452 7244 13.2589
1440 6701 74.4243
557 6983 26.2004
6019 5572 85.5584
2408 9494 57.9771
4334 5306 75.1243
633 3382 99.2351
4228 2008 19.4123
2038 8413 44.801
7721 1388 70.1267
4866 3129 91.2768
6967 1534 1.78465
2010 6072 16.1236
6981 4869 17.9941
2569 4422 73.0322
9653 5557 25.2798
1588 1244 80.6354
6388 2646 64.9593
9458 3074 95.4243
9279 5425 86.1211
8892 4819 25.8526
167 6346 67.7065
1930 4744 47.5443
2961 4854 72.4145
5830 9446 77.5241
7072 5433 86.1321
3791 9271 42.0725
8754 755 90.3961
9050 9518 4.43409
6037 2629 8.56899
8490 9531 61.6843
9683 8983 46.3062
9477 4900 81.7457
9117 8869 86.199
2651 9602 10.9462
3324 2399 62.5069
4861 6924 2.5562
2746 4033 62.7917
6286 197 41.1817
2408 760 87.3745
7758 8789 21.2522
7696 3543 87.3113
930 138 9.90617
6365 443 32.8519
7556 0 11.4792
7027 3669 83.6273
369 3447 4.05109
4811 1456 76.8734
2667 2331 3.53377
7494 6858 54.946
9641 9505 0.87047
353 5487 62.7804
8020 6709 27.0382
5272 6098 94.8205
6369 899 23.1906
143 9036 50.4987
2911 3405 8.97594
9351 2 77.5794
7215 5661 61.1875
6960 4084 33.2454
5376 8845 40.8029
108 3299 66.0899
1096 2231 24.8874
1538 5811 82.6499
8025 4879 11.2042
5719 3954 50.7555
3288 8602 11.0266
4223 9905 89.1608
3983 6147 95.8363
6063 4612 21.5153
7044 5775 98.3287
5263 9972 46.711
579 5645 84.6036
8450 7231 97.0199
5584 5921 79.7263
5942 4652 33.1123
8611 6882 49.5017
6556 5152 25.9887
2190 605 21.699
4439 9846 52.0734
8661 9938 16.0529
212 8968 78.2286
1231 3915 19.2362
1339 4265 43.1456
6353 802 88.8779
6633 1677 87.9655
3644 8706 60.9564
2872 5599 21.4524
7208 1597 39.3091
8950 7690 92.9155
9947 3597 98.4202
3195 6758 33.1601
4632 8361 62.9814
1657 8566 2.87157
849 5434 79.7266
2989 7545 61.6945
2894 288 76.8575
9758 1017 98.4361
3360 3996 79.1094
1786 2893 59.8865
6727 1856 64.369
7458 7088 71.4047
5976 8567 74.7743
2865 4200 82.5418
6557 265 70.0552
281 2786 83.2645
353 9943 19.462
3588 959 8.38239
5535 3466 0.189018
1147 4779 23.3687
7284 2902 50.0589
3676 8768 49.7722
3325 6032 76.9534
3426 9381 5.03001
